Country,Year,Crop,Area_Harvested,Production_Tonnes,Yield_Tonnes_Ha,Avg_Temp,Temp_Volatility,GDP_current_US,political_stability_estimate,Inflation,CO2_emisions,Agri_Land_Percent,Forest_Land_Percent,population
Afghanistan,1971,maize,500000.0,670000.0,1.34,14.643854166666666,9.068360276523237,1831108971.11111,-2.41730952262878,12.6862687216715,2046.87,58.3168514174448,1.85278199408184,11015857.0
Afghanistan,1972,cereals_rice_milled_eqv,3923100.0,3816799.0,0.9729,12.701447916666666,9.706632346650832,1595555475.55556,-2.41730952262878,12.6862687216715,2046.87,58.3352498351808,1.85278199408184,11286753.0
Afghanistan,1972,maize,460000.0,720000.0,1.5652,12.701447916666666,9.706632346650832,1595555475.55556,-2.41730952262878,12.6862687216715,2046.87,58.3352498351808,1.85278199408184,11286753.0
Afghanistan,1973,cereals_rice_milled_eqv,3337000.0,4130139.0,1.2376,14.02175,9.842386002976053,1733333264.44444,-2.41730952262878,12.6862687216715,2046.87,58.3370896769544,1.85278199408184,11575305.0
Afghanistan,1973,maize,470000.0,760000.0,1.617,14.02175,9.842386002976053,1733333264.44444,-2.41730952262878,12.6862687216715,2046.87,58.3370896769544,1.85278199408184,11575305.0
Afghanistan,1974,cereals_rice_milled_eqv,3342000.0,4211139.0,1.26,13.314447916666667,9.762442943691797,2155555497.77778,-2.41730952262878,12.6862687216715,2046.87,58.3387761985803,1.85278199408184,11869879.0
Afghanistan,1974,maize,476200.0,770000.0,1.6169,13.314447916666667,9.762442943691797,2155555497.77778,-2.41730952262878,12.6862687216715,2046.87,58.3387761985803,1.85278199408184,11869879.0
Afghanistan,1975,cereals_rice_milled_eqv,3404000.0,4336144.0,1.2738,13.28221875,9.669058293234174,2366666615.55556,-2.41730952262878,12.6862687216715,2046.87,58.3387761985803,1.85278199408184,12157386.0
Afghanistan,1975,maize,484000.0,780000.0,1.6115000000000002,13.28221875,9.669058293234174,2366666615.55556,-2.41730952262878,12.6862687216715,2046.87,58.3387761985803,1.85278199408184,12157386.0
Afghanistan,1976,cereals_rice_milled_eqv,3394000.0,4474815.0,1.3184,13.557614583333333,9.526818285207504,2555555566.66667,-2.41730952262878,12.6862687216715,2046.87,58.3383162381369,1.85278199408184,12425267.0
Afghanistan,1976,maize,482000.0,800000.0,1.6597000000000002,13.557614583333333,9.526818285207504,2555555566.66667,-2.41730952262878,12.6862687216715,2046.87,58.3383162381369,1.85278199408184,12425267.0
Afghanistan,1977,cereals_rice_milled_eqv,3388000.0,4013799.0,1.1847,14.463375,9.485038225098462,2953333417.77778,-2.41730952262878,12.6862687216715,2046.87,58.3383162381369,1.85278199408184,12687301.0
Afghanistan,1977,maize,480000.0,760000.0,1.5833000000000002,14.463375,9.485038225098462,2953333417.77778,-2.41730952262878,12.6862687216715,2046.87,58.3383162381369,1.85278199408184,12687301.0
Afghanistan,1978,cereals_rice_milled_eqv,3392000.0,4239475.0,1.2498,14.048135416666668,9.465979639707877,3300000108.88889,-2.41730952262878,12.6862687216715,2046.87,58.3383162381369,1.85278199408184,12938862.0
Afghanistan,1978,maize,482000.0,780000.0,1.6182,14.048135416666668,9.465979639707877,3300000108.88889,-2.41730952262878,12.6862687216715,2046.87,58.3383162381369,1.85278199408184,12938862.0
Afghanistan,1979,cereals_rice_milled_eqv,3183500.0,4067812.0,1.2777,14.0841875,8.947211257748945,3697940409.61098,-2.41730952262878,12.6862687216715,2046.87,58.3367830366588,1.85278199408184,12986369.0
Afghanistan,1979,maize,472000.0,760000.0,1.6101,14.0841875,8.947211257748945,3697940409.61098,-2.41730952262878,12.6862687216715,2046.87,58.3367830366588,1.85278199408184,12986369.0
Afghanistan,1980,cereals_rice_milled_eqv,3018500.0,3933804.0,1.3032,14.67509375,9.46251542953967,3641723321.99546,-2.41730952262878,12.6862687216715,2046.87,58.3367830366588,1.85278199408184,12486631.0
Afghanistan,1980,maize,450000.0,752000.0,1.6711,14.67509375,9.46251542953967,3641723321.99546,-2.41730952262878,12.6862687216715,2046.87,58.3367830366588,1.85278199408184,12486631.0
Afghanistan,1981,cereals_rice_milled_eqv,2909000.0,3763129.0,1.2936,14.604802083333334,8.875784732832052,3478787909.09091,-2.41730952262878,12.6862687216715,2046.87,58.3429158425709,1.85278199408184,11155195.0
Afghanistan,1981,maize,420000.0,701000.0,1.669,14.604802083333334,8.875784732832052,3478787909.09091,-2.41730952262878,12.6862687216715,2046.87,58.3429158425709,1.85278199408184,11155195.0
Afghanistan,1982,cereals_rice_milled_eqv,2799500.0,3602787.0,1.2869000000000002,13.617166666666668,9.696970839734783,3495307599.397037,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,10088289.0
Afghanistan,1982,maize,398000.0,663000.0,1.6658000000000002,13.617166666666668,9.696970839734783,3495307599.397037,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,10088289.0
Afghanistan,1983,cereals_rice_milled_eqv,2649000.0,3474449.0,1.3116,14.218010416666669,9.520902094029791,3511827289.703164,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,9951449.0
Afghanistan,1983,maize,384000.0,639000.0,1.664,14.218010416666669,9.520902094029791,3511827289.703164,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,9951449.0
Afghanistan,1984,cereals_rice_milled_eqv,2562000.0,3306777.0,1.2907,14.296875,10.141649288947043,3528346980.009291,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,10243686.0
Afghanistan,1984,maize,366000.0,608000.0,1.6612,14.296875,10.141649288947043,3528346980.009291,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,10243686.0
Afghanistan,1985,cereals_rice_milled_eqv,2434500.0,3136438.0,1.2883,14.88840625,9.19168479439648,3544866670.3154187,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,10512221.0
Afghanistan,1985,maize,346500.0,577000.0,1.6652,14.88840625,9.19168479439648,3544866670.3154187,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,10512221.0
Afghanistan,1986,cereals_rice_milled_eqv,2347000.0,2972111.0,1.2663,14.141458333333333,9.326690470637894,3561386360.621546,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,10448442.0
Afghanistan,1986,maize,336000.0,567000.0,1.6875,14.141458333333333,9.326690470637894,3561386360.621546,-2.41730952262878,12.6862687216715,2046.87,58.3444490440489,1.85278199408184,10448442.0
Afghanistan,1987,cereals_rice_milled_eqv,2496000.0,3286107.0,1.3165,14.904885416666668,8.640485910885229,3577906050.927673,-2.41730952262878,12.6862687216715,2046.87,58.3306502307468,1.85278199408184,10322758.0
Afghanistan,1987,maize,302000.0,514000.0,1.7019000000000002,14.904885416666668,8.640485910885229,3577906050.927673,-2.41730952262878,12.6862687216715,2046.87,58.3306502307468,1.85278199408184,10322758.0
Afghanistan,1988,cereals_rice_milled_eqv,2331000.0,2882780.0,1.2367,15.26465625,9.106032143964123,3594425741.2338,-2.41730952262878,12.6862687216715,2046.87,58.3229842233568,1.85278199408184,10383460.0
Afghanistan,1988,maize,290000.0,494000.0,1.7034,15.26465625,9.106032143964123,3594425741.2338,-2.41730952262878,12.6862687216715,2046.87,58.3229842233568,1.85278199408184,10383460.0
Afghanistan,1989,cereals_rice_milled_eqv,2290000.0,2727439.0,1.191,13.951760416666666,9.374057492266166,3610945431.539927,-2.41730952262878,12.6862687216715,2046.87,58.3229842233568,1.85278199408184,10673168.0
Afghanistan,1989,maize,270000.0,458000.0,1.6962000000000002,13.951760416666666,9.374057492266166,3610945431.539927,-2.41730952262878,12.6862687216715,2046.87,58.3229842233568,1.85278199408184,10673168.0
Afghanistan,1990,cereals_rice_milled_eqv,2253000.0,2594110.0,1.1514,14.913135416666668,9.63548082171719,3627465121.846054,-2.41730952262878,12.6862687216715,2046.87,58.3229842233568,1.85278199408184,10694796.0
Afghanistan,1990,maize,273000.0,480000.0,1.7582,14.913135416666668,9.63548082171719,3627465121.846054,-2.41730952262878,12.6862687216715,2046.87,58.3229842233568,1.85278199408184,10694796.0
Afghanistan,1991,cereals_rice_milled_eqv,2347000.0,2612444.0,1.113,14.1855,9.199253944578444,3643984812.152181,-2.41730952262878,12.6862687216715,1941.37,58.3076522085767,1.85278199408184,10745167.0
Afghanistan,1991,maize,250000.0,420000.0,1.6800000000000002,14.1855,9.199253944578444,3643984812.152181,-2.41730952262878,12.6862687216715,1941.37,58.3076522085767,1.85278199408184,10745167.0
Afghanistan,1992,cereals_rice_milled_eqv,2250000.0,2370099.0,1.0533,13.917947916666668,8.725323484119196,3660504502.4583087,-2.41730952262878,12.6862687216715,1525.47,58.3076522085767,1.85278199408184,12057433.0
Afghanistan,1992,maize,200000.0,300000.0,1.5,13.917947916666668,8.725323484119196,3660504502.4583087,-2.41730952262878,12.6862687216715,1525.47,58.3076522085767,1.85278199408184,12057433.0
Afghanistan,1993,cereals_rice_milled_eqv,2630000.0,2880099.0,1.095,14.39090625,9.050613601854064,3677024192.764436,-2.41730952262878,12.6862687216715,1527.89,58.1604648666881,1.85278199408184,14003760.0
Afghanistan,1993,maize,280000.0,470000.0,1.6785,14.39090625,9.050613601854064,3677024192.764436,-2.41730952262878,12.6862687216715,1527.89,58.1604648666881,1.85278199408184,14003760.0
Afghanistan,1994,cereals_rice_milled_eqv,2757000.0,3030113.0,1.099,14.531447916666666,9.355022377390087,3693543883.070563,-2.41730952262878,12.6862687216715,1493.59,57.9749474878494,1.85278199408184,15455555.0
Afghanistan,1994,maize,300000.0,500000.0,1.6666,14.531447916666666,9.355022377390087,3693543883.070563,-2.41730952262878,12.6862687216715,1493.59,57.9749474878494,1.85278199408184,15455555.0
Afghanistan,1995,cereals_rice_milled_eqv,2742000.0,3012129.0,1.0985,14.633770833333337,9.446285267630666,3710063573.37669,-2.41730952262878,12.6862687216715,1457.69,57.8982874139491,1.85278199408184,16418912.0
Afghanistan,1995,maize,320000.0,530000.0,1.6562,14.633770833333337,9.446285267630666,3710063573.37669,-2.41730952262878,12.6862687216715,1457.69,57.8982874139491,1.85278199408184,16418912.0
Afghanistan,1996,cereals_rice_milled_eqv,2692000.0,3128779.0,1.1622,14.345395833333336,9.360017826657751,3726583263.682817,-2.41730952262878,12.6862687216715,1407.3,57.889088205081,1.85278199408184,17106595.0
Afghanistan,1996,maize,220000.0,360000.0,1.6363,14.345395833333336,9.360017826657751,3726583263.682817,-2.41730952262878,12.6862687216715,1407.3,57.889088205081,1.85278199408184,17106595.0
Afghanistan,1997,cereals_rice_milled_eqv,2731000.0,3549799.0,1.2998,14.527729166666669,9.281494072648758,3743102953.988944,-2.422332048416135,12.6862687216715,1344.1,57.9473498612453,1.85278199408184,17788819.0
Afghanistan,1997,maize,200000.0,300000.0,1.5,14.527729166666669,9.281494072648758,3743102953.988944,-2.422332048416135,12.6862687216715,1344.1,57.9473498612453,1.85278199408184,17788819.0
Afghanistan,1998,cereals_rice_milled_eqv,2793000.0,3726149.0,1.3341,14.807354166666668,9.19550292145616,3759622644.295072,-2.42735457420349,12.6862687216715,1318.0,58.0592735691397,1.85278199408184,18493132.0
Afghanistan,1998,maize,200000.0,330000.0,1.65,14.807354166666668,9.19550292145616,3759622644.295072,-2.42735457420349,12.6862687216715,1318.0,58.0592735691397,1.85278199408184,18493132.0
Afghanistan,1999,cereals_rice_milled_eqv,2534000.0,3163759.0,1.2485000000000002,15.304729166666668,9.062284263542256,3776142334.601199,-2.433161735534665,12.6862687216715,1122.0,57.8998206154271,1.85278199408184,19262847.0
Afghanistan,1999,maize,160000.0,240000.0,1.5,15.304729166666668,9.062284263542256,3776142334.601199,-2.433161735534665,12.6862687216715,1122.0,57.8998206154271,1.85278199408184,19262847.0
Afghanistan,2000,cereals_rice_milled_eqv,2406000.0,1853419.0,0.7703,15.35034375,9.567789807834822,3792662024.9073257,-2.43896889686584,12.6862687216715,1078.12,57.9458166597673,1.85278199408184,19542982.0
Afghanistan,2000,maize,96000.0,115000.0,1.1979,15.35034375,9.567789807834822,3792662024.9073257,-2.43896889686584,12.6862687216715,1078.12,57.9458166597673,1.85278199408184,19542982.0
Afghanistan,2001,cereals_rice_milled_eqv,2094000.0,2027413.0,0.9682,15.487364583333331,9.324233424249435,3809181715.213453,-2.2370012998580897,12.6862687216715,1088.638,57.9473498612453,1.85278199408184,19688632.0
Afghanistan,2001,maize,80000.0,160000.0,2.0,15.487364583333331,9.324233424249435,3809181715.213453,-2.2370012998580897,12.6862687216715,1088.638,57.9473498612453,1.85278199408184,19688632.0
Afghanistan,2002,cereals_rice_milled_eqv,2238000.0,3607795.0,1.612,15.297031250000002,9.323114508352628,3825701405.51958,-2.03503370285034,12.6862687216715,1403.03,57.9396838538552,1.85278199408184,21000256.0
Afghanistan,2002,maize,100000.0,298000.0,2.98,15.297031250000002,9.323114508352628,3825701405.51958,-2.03503370285034,12.6862687216715,1403.03,57.9396838538552,1.85278199408184,21000256.0
Afghanistan,2003,cereals_rice_milled_eqv,3004700.0,4236477.0,1.4099000000000002,14.68003125,9.100654947458308,4520946849.32079,-2.19837236404419,12.6862687216715,1653.207,58.0838047927878,1.85278199408184,22645130.0
Afghanistan,2003,maize,250000.0,210000.0,0.8400000000000001,14.68003125,9.100654947458308,4520946849.32079,-2.19837236404419,12.6862687216715,1653.207,58.0838047927878,1.85278199408184,22645130.0
Afghanistan,2004,cereals_rice_milled_eqv,2667000.0,3405820.0,1.277,15.604875,8.749288503102772,5224896718.67782,-2.29568219184875,12.6862687216715,1292.307,58.1512656578201,1.85278199408184,23553551.0
Afghanistan,2004,maize,250000.0,400000.0,1.6,15.604875,8.749288503102772,5224896718.67782,-2.29568219184875,12.6862687216715,1292.307,58.1512656578201,1.85278199408184,23553551.0
Afghanistan,2005,cereals_rice_milled_eqv,3030000.0,5263494.0,1.7371,14.57515625,9.550466963869386,6203256497.09044,-2.06750988960266,12.6862687216715,1961.711,58.134400441562,1.85278199408184,24411191.0
Afghanistan,2005,maize,261000.0,315000.0,1.2068,14.57515625,9.550466963869386,6203256497.09044,-2.06750988960266,12.6862687216715,1961.711,58.134400441562,1.85278199408184,24411191.0
Afghanistan,2006,cereals_rice_milled_eqv,2989000.0,4458179.0,1.4915,15.329614583333331,9.742566764753516,6971758332.88917,-2.21913456916809,6.78459655001657,2283.68,58.123668031216,1.85278199408184,25442944.0
Afghanistan,2006,maize,137000.0,359000.0,2.6204,15.329614583333331,9.742566764753516,6971758332.88917,-2.21913456916809,6.78459655001657,2283.68,58.123668031216,1.85278199408184,25442944.0
Afghanistan,2007,cereals_rice_milled_eqv,3021000.0,5594183.0,1.8517,14.96340625,9.425757333892818,9747886104.53251,-2.4133734703064,8.68057078513405,2847.81,58.129800837128,1.85278199408184,25903301.0
Afghanistan,2007,maize,137000.0,360000.0,2.6277,14.96340625,9.425757333892818,9747886104.53251,-2.4133734703064,8.68057078513405,2847.81,58.129800837128,1.85278199408184,25903301.0
Albania,1961,cereals_rice_milled_eqv,347764.0,292399.0,0.8407,16.189833333333336,5.561644199335301,1857337995.338,-0.336625128984451,226.005421253526,6060.5,44.963503649635,28.7883211678832,1659800.0
Albania,1961,maize,161516.0,154104.0,0.9541,16.189833333333336,5.561644199335301,1857337995.338,-0.336625128984451,226.005421253526,6060.5,44.963503649635,28.7883211678832,1659800.0
Albania,1962,cereals_rice_milled_eqv,332882.0,311615.0,0.9361,15.991333333333332,6.183981676187971,1857337995.338,-0.336625128984451,226.005421253526,6060.5,44.963503649635,28.7883211678832,1711319.0
Albania,1962,maize,135383.0,122919.0,0.9079,15.991333333333332,6.183981676187971,1857337995.338,-0.336625128984451,226.005421253526,6060.5,44.963503649635,28.7883211678832,1711319.0
Albania,1963,cereals_rice_milled_eqv,298725.0,290407.0,0.9721,16.064916666666665,6.068266885434187,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.0,28.7883211678832,1762621.0
Albania,1963,maize,161138.0,192141.0,1.1924,16.064916666666665,6.068266885434187,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.0,28.7883211678832,1762621.0
Albania,1964,cereals_rice_milled_eqv,342158.0,347422.0,1.0153,15.46625,5.71711940640939,1857337995.338,-0.336625128984451,226.005421253526,6060.5,44.8905109489051,28.7883211678832,1814135.0
Albania,1964,maize,145457.0,169231.0,1.1634,15.46625,5.71711940640939,1857337995.338,-0.336625128984451,226.005421253526,6060.5,44.8905109489051,28.7883211678832,1814135.0
Albania,1965,cereals_rice_milled_eqv,323238.0,331888.0,1.0267,15.3125,5.956115922790144,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.1459854014599,28.7883211678832,1864791.0
Albania,1965,maize,157631.0,165660.0,1.0509,15.3125,5.956115922790144,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.1459854014599,28.7883211678832,1864791.0
Albania,1966,cereals_rice_milled_eqv,328443.0,429589.0,1.3079,16.000666666666667,5.873303640809222,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.2554744525547,28.7883211678832,1914573.0
Albania,1966,maize,146598.0,220648.0,1.5051,16.000666666666667,5.873303640809222,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.2554744525547,28.7883211678832,1914573.0
Albania,1967,cereals_rice_milled_eqv,332935.0,483716.0,1.4528,15.55225,6.002437849383722,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.4014598540146,28.7883211678832,1965598.0
Albania,1967,maize,149717.0,258131.0,1.7241000000000002,15.55225,6.002437849383722,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.4014598540146,28.7883211678832,1965598.0
Albania,1968,cereals_rice_milled_eqv,323150.0,497825.0,1.5405,15.711416666666668,5.6075981788742935,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.2554744525547,28.7883211678832,2022272.0
Albania,1968,maize,116890.0,219547.0,1.8782,15.711416666666668,5.6075981788742935,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.2554744525547,28.7883211678832,2022272.0
Albania,1969,cereals_rice_milled_eqv,322299.0,523765.0,1.625,15.716166666666668,5.489766830853826,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.0729927007299,28.7883211678832,2081695.0
Albania,1969,maize,106412.0,207343.0,1.9484,15.716166666666668,5.489766830853826,1857337995.338,-0.336625128984451,226.005421253526,6060.5,45.0729927007299,28.7883211678832,2081695.0
Albania,1970,cereals_rice_milled_eqv,327282.0,533779.0,1.6309,15.671166666666668,5.361001028592648,1857337995.338,-0.336625128984451,226.005421253526,6060.5,44.8905109489051,28.7883211678832,2135479.0
Albania,1970,maize,109785.0,227449.0,2.0717000000000003,15.671166666666668,5.361001028592648,1857337995.338,-0.336625128984451,226.005421253526,6060.5,44.8905109489051,28.7883211678832,2135479.0
Albania,1971,cereals_rice_milled_eqv,312203.0,543901.0,1.7421,15.451833333333331,5.730250433320644,1857337995.338,-0.336625128984451,226.005421253526,6060.5,43.7956204379562,28.7883211678832,2187853.0
Albania,1971,maize,115329.0,224230.0,1.9442,15.451833333333331,5.730250433320644,1857337995.338,-0.336625128984451,226.005421253526,6060.5,43.7956204379562,28.7883211678832,2187853.0
Albania,1972,cereals_rice_milled_eqv,331220.0,581833.0,1.7566000000000002,15.494,5.073978776913777,1857337995.338,-0.336625128984451,226.005421253526,6060.5,42.8467153284672,28.7883211678832,2243126.0
Albania,1972,maize,120000.0,236000.0,1.9666,15.494,5.073978776913777,1857337995.338,-0.336625128984451,226.005421253526,6060.5,42.8467153284672,28.7883211678832,2243126.0
Albania,1973,cereals_rice_milled_eqv,339400.0,620447.0,1.828,15.50625,6.068312589062256,1857337995.338,-0.336625128984451,226.005421253526,6060.5,41.8248175182482,28.7883211678832,2296752.0
Albania,1973,maize,105800.0,211600.0,2.0,15.50625,6.068312589062256,1857337995.338,-0.336625128984451,226.005421253526,6060.5,41.8248175182482,28.7883211678832,2296752.0
Albania,1974,cereals_rice_milled_eqv,334040.0,642203.0,1.9225,15.435,5.5756452900090405,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.9489051094891,28.7883211678832,2350124.0
Albania,1974,maize,106000.0,233000.0,2.1981,15.435,5.5756452900090405,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.9489051094891,28.7883211678832,2350124.0
Albania,1975,cereals_rice_milled_eqv,328500.0,662004.0,2.0152,15.486833333333331,5.814336358150797,1857337995.338,-0.336625128984451,226.005421253526,6060.5,39.4160583941606,28.7883211678832,2404831.0
Albania,1975,maize,100000.0,270000.0,2.7,15.486833333333331,5.814336358150797,1857337995.338,-0.336625128984451,226.005421253526,6060.5,39.4160583941606,28.7883211678832,2404831.0
Albania,1976,cereals_rice_milled_eqv,350500.0,852337.0,2.4317,14.989666666666668,5.087293807685406,1857337995.338,-0.336625128984451,226.005421253526,6060.5,39.2335766423358,28.7883211678832,2458526.0
Albania,1976,maize,90000.0,280000.0,3.1111,14.989666666666668,5.087293807685406,1857337995.338,-0.336625128984451,226.005421253526,6060.5,39.2335766423358,28.7883211678832,2458526.0
Albania,1977,cereals_rice_milled_eqv,357000.0,905604.0,2.5367,16.03816666666667,5.167529934946815,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.4744525547445,28.7883211678832,2513546.0
Albania,1977,maize,85000.0,320000.0,3.7647,16.03816666666667,5.167529934946815,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.4744525547445,28.7883211678832,2513546.0
Albania,1978,cereals_rice_milled_eqv,356000.0,927871.0,2.6063,15.120083333333334,5.115294435737371,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.6569343065693,28.7883211678832,2566266.0
Albania,1978,maize,86000.0,340000.0,3.9534,15.120083333333334,5.115294435737371,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.6569343065693,28.7883211678832,2566266.0
Albania,1979,cereals_rice_milled_eqv,365800.0,958631.0,2.6206,15.865,5.2546696946620735,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.7664233576642,28.7883211678832,2617832.0
Albania,1979,maize,97800.0,366750.0,3.75,15.865,5.2546696946620735,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.7664233576642,28.7883211678832,2617832.0
Albania,1980,cereals_rice_milled_eqv,372500.0,876270.0,2.3524000000000003,15.052333333333332,5.787736586956944,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.8029197080292,28.7883211678832,2671997.0
Albania,1980,maize,104400.0,276700.0,2.6503,15.052333333333332,5.787736586956944,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.8029197080292,28.7883211678832,2671997.0
Albania,1981,cereals_rice_milled_eqv,361600.0,899571.0,2.4877,15.491166666666668,6.035175743683266,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.7299270072993,28.7883211678832,2726056.0
Albania,1981,maize,98400.0,310800.0,3.1585,15.491166666666668,6.035175743683266,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.7299270072993,28.7883211678832,2726056.0
Albania,1982,cereals_rice_milled_eqv,357400.0,966437.0,2.704,16.0765,6.17683925413545,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.6569343065693,28.7883211678832,2784278.0
Albania,1982,maize,91700.0,341600.0,3.7251,16.0765,6.17683925413545,1857337995.338,-0.336625128984451,226.005421253526,6060.5,40.6569343065693,28.7883211678832,2784278.0
